SSTn_late,,SSTn_early,,SSTp_late,,SSTp_early,
X,Y,X,Y,X,Y,X,Y
-1.998650837373841,0.05,-1.99129451988607,-0.002053356766175179,-1.958650837373841,0.002053356766175471,-1.8933634723493777,0.0
-0.3917291712534336,0.08008216716947386,-0.5223063918556895,0.013347053971759034,-0.7181709774824087,0.02156055936700007,-0.22850826813894842,0.028747464709692958
0.19586458562671913,0.13860369664140793,0.5223063918556942,0.019507202600824596,0.6855272949701794,0.03798764848802187,1.6648527136570999,0.052361380842868496
0.6855272949701794,0.21663242871416644,1.3384109074281247,0.03696097010493428,1.7954299342593556,0.061601642951736854,2.252448961090582,0.0790554104558464
0.9140380536624573,0.28644765539168404,1.860717299283819,0.05544149432267114,2.1218717404883263,0.08726899418162716,2.872688891036298,0.10677619678245176
1.1751900043136396,0.30287474451270585,2.578890767319557,0.06365499971791218,2.774755352946276,0.098562613056671,3.558216186006482,0.1375770182583202
1.2078336868258688,0.35420944697248646,2.9053325735485322,0.08624231579853957,2.9379762560607614,0.12012317242367092,3.7540807716331965,0.18377825047212268
1.5669216661204073,0.3798767982023768,3.2970617448019657,0.11909649404058317,3.525572503494248,0.14065705340758325,4.374320701578912,0.1848049288552104
2.0565843754638675,0.4209445601702013,3.8193681366576597,0.1457905236535612,4.145809942886634,0.16529772625438582,4.9619144584590655,0.20123201797623222
2.9379762560607614,0.5102669111180038,4.374320701578912,0.1755646667463419,4.472251749115605,0.18788504233501307,5.484223340868089,0.22587269082303493
3.525572503494248,0.5646817270575871,4.570185287205632,0.20636548822221035,5.059847996549092,0.20841892331892525,6.169750635838263,0.30287474451270585
3.949945357259916,0.6119096376544774,5.386289802778062,0.23819298808116635,5.941239877145986,0.22792604758921026,6.9205652958329065,0.32443530387970576
4.243743480976657,0.6201232213802581,5.8106651470970645,0.27104724465374985,6.365615221464983,0.27310060141992515,7.247007102061882,0.3737166495733111
4.863983410922373,0.668377810360236,6.332971538952753,0.3049281012788812,6.95321146889847,0.3100615715248593,7.9978242526098535,0.41581108992422333
5.288356264688041,0.6745379981545715,6.561479807091702,0.3501026551095961,7.7693159844709045,0.34086239300072757,9.075083209386795,0.4579055302751354
5.549510705892548,0.7084188939449729,7.214363419549647,0.3911704170774206,8.193688838236573,0.36447638746444255,9.499456063152463,0.49075978684771887
6.95321146889847,0.7607802747878413,7.671382446380878,0.43223817904524514,8.389553423863287,0.37782344143620145,10.282916896212665,0.5071868759687407
8.61806418255557,0.7987679624411328,7.965180570097619,0.4661191140009162,8.6507078650678,0.3963038873233987,10.903154335605052,0.5410677325938722
9.46681238064023,0.8449691946549355,8.128401473212104,0.5030800841058504,9.042437036321232,0.40246403595246444,11.556037948062997,0.5646817270575871
10.087049820032616,0.8521560608323587,8.6507078650678,0.5297741137188283,9.140370574411259,0.41581108992422333,12.176280368562047,0.5913757566705652
10.250270723147105,0.8665297931872051,9.042437036321232,0.5564681824970762,9.532099745664697,0.4229979169363766,12.470076001725454,0.6211498997633458
10.707292240531661,0.8706365458848258,9.238304112501286,0.5924024742189226,9.825900359934767,0.44763858978317933,13.122959614183404,0.6468172509932361
11.849838562333073,0.9127310058183727,9.793254186869204,0.6252566916262362,10.348204261237127,0.4650924356178286,13.971710302821398,0.6724846022231266
13.743202034682454,0.9414784509454309,10.184983358122638,0.6529773996223018,10.707292240531661,0.48973303013409153,14.298152109050372,0.6991786318361044
15.342764892761757,0.9476385995744967,10.576712529376076,0.6848049386465277,11.458109391079633,0.509240232734916,14.494014204123758,0.7279260965457974
16.58324475265319,0.9681724805584089,11.0990214117851,0.7186858344369289,11.686617659218587,0.5236139650897627,15.440698430851779,0.7535934477756878
17.660503709430127,0.9835728912963431,11.719258851177482,0.7412731113522864,12.927097519110019,0.5523613906341859,15.636560525925164,0.7648870666507315
21.64309274920227,0.9969199256854671,12.568009539815476,0.7607802747878413,12.959738711068914,0.5646817270575871,16.158869408334187,0.7761806855257753
30.0,1.0,13.351467882322352,0.7864476260177314,13.220893152273426,0.5800821377955213,17.138194827021106,0.8090349029330889
,,13.5473349585024,0.8203285609734027,13.710555861616886,0.5985626228479883,18.182807610732496,0.8285421055339135
,,14.820456010352729,0.8295687839170013,14.102285032870325,0.6303901618722142,18.96627093434602,0.8521560608323587
,,15.21219016271283,0.8583162094614244,14.951035721508319,0.6622176617311702,19.91295017996738,0.8706365458848258
,,16.191515581399752,0.8737166201993586,15.865073775170776,0.6755646765376593,20.892275598654305,0.8809034863767818
,,17.268769557070033,0.8839835802739496,16.093582043309727,0.6981519534530167,21.936888382365694,0.8819301843425045
,,18.280741148822518,0.8952772187316284,16.420023849538705,0.7032854236989948,23.079434704167088,0.896303897114716
,,18.607182955051492,0.9137577037840954,17.268769557070033,0.7320328492434179,23.92818539280509,0.9065708376066721
,,20.07617108308187,0.9260780402074967,17.9869455156591,0.7515400518442426,24.6463563702875,0.9178644760643508
,,21.05549650176879,0.9332648868022851,18.509249416961467,0.7556468045418631,25.364527347769908,0.9291581145220296
,,21.70838011422674,0.9394250550139857,19.194779202484977,0.7669404625821767,26.539719842636874,0.9394250550139857
,,22.26333018859466,0.9640657082781534,20.174104621171896,0.787474343566089,27.714907356397187,0.95482546575192
,,23.471163875420526,0.973305950804387,21.153430039858815,0.8069815070016437,29.34711638754205,0.956878861683365
,,24.874864638426445,0.9825462129132555,22.26333018859466,0.8295687839170013,29.93471263497554,0.9609856339636205
,,26.01741096022786,0.9845995892620657,23.373235318437168,0.8542094567638038,,
,,27.127316090070366,0.9866529851935109,24.05876012285401,0.8603696053928697,,
,,28.2372162388062,0.9948665297540218,25.39717352083547,0.8860369566227599,,
,,29.41240873367318,0.9969199256854671,25.72361532706444,0.8983572930461612,,
,,,,26.6702945726858,0.9055441592235844,,
,,,,26.866161648865855,0.9117043078526502,,
,,,,28.302503603830672,0.9137577037840954,,
